subset,model,error_type,sample_id,condition,answer,prediction
PAC-C_binding_capacity,seed_oss_36b,other_error,pac2_C_binding_v5_K64_Q03_0000,binding_k/query_count=64/3,ARP-HQZ-HYS|JXF-P2B-2XP|VC7-LEU-GJR,"To solve the problem, we need to follow these steps:   ### **Step 1: Validate the Profile**   The approved profile is `PID=PROFILE-C-Z472` with `F=night-release-code` (approved status). Only this field is relevant.   ### **Step 2: Identify Active Aliases**   From the long context, we need to chec..."
PAC-C_binding_capacity,seed_oss_36b,partial_triplet,pac2_C_binding_v5_K64_Q03_0002,binding_k/query_count=64/3,CGC-DGK-HTE|VTF-PJ4-8S7|WLA-JKX-UDE,X9S-WBJ-9TQ|VTF-PJ4-8S7|WLA-JKX-UDE
PAC-C_binding_capacity,seed_oss_36b,partial_triplet,pac2_C_binding_v5_K64_Q05_0000,binding_k/query_count=64/5,PZD-JR2-5XC|XQU-ZGT-Z22|RR8-XGY-RZ8|DDJ-PQY-8SM|B9F-YM5-6MV,PZD-JR2-5XC|XQU-ZGT-Z22|JRL-ZSF-ANT|DDJ-PQY-8SM|B9F-YM5-6MV
PAC-D_multihop_false_chain,qwen35_35b_a3b,partial_triplet,pac_d_v21_H4_F16_0000,hop_count/false_chain_count=4/16,5HT-DE3-FCN|QK6-4X4-AEW|UH8-4FA-5CS,D21-NODE-5600-04|QK6-4X4-AEW|UH8-4FA-5CS
PAC-D_multihop_false_chain,qwen35_35b_a3b,partial_triplet,pac_d_v21_H4_F16_0001,hop_count/false_chain_count=4/16,KZH-D8B-C5H|RJ3-BPY-TXN|AKE-DMF-ARS,D21-NODE-5601-04|RJ3-BPY-TXN|AKE-DMF-ARS
PAC-D_multihop_false_chain,qwen3_14b_no_thinking,decoy_value_capture,pac_d_v21_H5_F16_0001,hop_count/false_chain_count=5/16,9UP-3J4-MGY|LQJ-KV4-CN4|J23-JPP-26J,D21-NODE-6601-05|CEP-4LR-D7B|J23-JPP-26J
PAC-D_multihop_false_chain,qwen3_14b_no_thinking,partial_triplet,pac_d_v21_H4_F16_0000,hop_count/false_chain_count=4/16,5HT-DE3-FCN|QK6-4X4-AEW|UH8-4FA-5CS,D21-NODE-5600-04|QK6-4X4-AEW|UH8-4FA-5CS
PAC-D_multihop_false_chain,qwen3_14b_no_thinking,partial_triplet,pac_d_v21_H4_F16_0001,hop_count/false_chain_count=4/16,KZH-D8B-C5H|RJ3-BPY-TXN|AKE-DMF-ARS,D21-NODE-5601-04|EX7-NWY-LE5|AKE-DMF-ARS
PAC-D_multihop_false_chain,qwen3_14b_thinking,partial_triplet,pac_d_v21_H4_F16_0001,hop_count/false_chain_count=4/16,KZH-D8B-C5H|RJ3-BPY-TXN|AKE-DMF-ARS,D21-NODE-5601-04|RJ3-BPY-TXN|AKE-DMF-ARS
PAC-D_multihop_false_chain,qwen3_14b_thinking,partial_triplet,pac_d_v21_H5_F32_0001,hop_count/false_chain_count=5/32,N75-V98-FAM|KKR-BCQ-K26|WUZ-ZS5-MDC,FINAL_V|N75-V98-FAM|WUZ-ZS5-MDC
PAC-D_multihop_false_chain,seed_oss_36b,partial_triplet,pac_d_v21_H4_F32_0000,hop_count/false_chain_count=4/32,QH8-R9F-FKQ|CYG-8WL-KAZ|9U7-8C7-F5M,FINAL|ID=FIN7200|T=23:44|NODE=D21-NODE-7200-04|Q=B100-night-05|EPOCH=EPOCH-66|V=QH8-R9F-FKQ|S=valid|REVIEW=approved|CHANNEL=primary|CYG-8WL-KAZ|9U7-8C7-F5M
PAC-D_multihop_false_chain,seed_oss_36b,partial_triplet,pac_d_v21_H5_F16_0000,hop_count/false_chain_count=5/16,EL2-FTN-ZQ6|NMF-VA8-RLF|9QC-QP9-DNY,FINAL|ID=FIN6600|T=23:43|NODE=D21-NODE-6600-05|Q=B060-night-07|EPOCH=EPOCH-83|V=EL2-FTN-ZQ6|S=valid|REVIEW=approved|CHANNEL=primary|NMF-VA8-RLF|TICKET|ID=TIC6600|A=D21-ALIAS-6600-C34|NODE=D21-NODE-6600-05|Q=B060-night-07|EPOCH=EPOCH-83|V=9QC-QP9-DNY|S=valid|REVIEW=approved
