subset,model,sample_id,condition_name,condition_value,success,score,score_all,field_accuracy,error_type,latency_sec,prompt_tokens,completion_tokens,answer_excerpt,prediction_excerpt,error_excerpt,source_file
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos75_decoy64_0009,position,75,True,0.0,0.0,0.0,other_error,8.193673,35165.0,192.0,VWT-KB4-TZK|XH4-PLE-9MB|LH6-P2N-KHA,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest valid evidence for the specified alias, batch, and profile, ensuring that the evidence meets the following criteria:  - **Alias**: A=ALIAS-7509-S33 (must be active) - **Batch**: Q=B109-night-06 - **Profile**: PID=PROFILE-S318 (must be approved) - **Cutoff**: T < 23:50 (must be strictly before the cutoff time) - **Eviden...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos75_decoy64_0010,position,75,True,0.0,0.0,0.0,decoy_value_capture,11.832699,35184.0,192.0,A3M-RJM-QBL|D8S-5R7-RKN|KD3-39B-P2U,"First, identify the active alias: A=ALIAS-7510-N80 is active (AS=active).   Next, find the approved profile: PROFILE-Z747 is approved.   Then, select the latest valid, approved, primary-channel evidence for each field in the profile step order (STEP=1, STEP=2, STEP=3).    For STEP=1 (F=night-release-code):   - DOC=D7510-0026|T=23:45|E=Huadong-Yiyao-Lenglian-Zhongxin-298|F=night-release-code|Q=B110-morning-07|V=KD3-39B-P25|S=valid|REVIEW=approved|CHANNEL=primary|SRC=decoy-ledger    For STEP=2 ...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos75_decoy64_0011,position,75,True,0.0,0.0,0.0,other_error,17.940004,35191.0,192.0,JQB-9BW-725|CXR-BGE-KN3|UGJ-P5M-CY2,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions:  1. **Use only the long context**. 2. **Alias lines map A to E and are usable only when AS=active**. 3. **Profile lines define the field order and are usable only when PSTATUS=approved**. 4. **Evidence memos use DOC, T, E, F, Q, V, S, REVIEW, CHANNEL, and SRC**. 5. **For each field named by the approved profile, select the latest memo before the cutoff whose...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos75_decoy64_0012,position,75,True,0.0,0.0,0.0,other_error,11.229942,35165.0,192.0,C9N-9P2-ZXF|Y2Q-4MN-PD2|S3Y-K8F-WAS,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions:  1. **Filter by active alias**: Only `AS=active` aliases are considered. 2. **Filter by approved profile**: Only `PSTATUS=approved` profiles are considered. 3. **Filter by valid, approved, and primary-channel evidence**: Only `S=valid`, `REVIEW=approved`, and `CHANNEL=primary` evidence is considered. 4. **Match the entity (E)**: The entity must match the act...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos75_decoy64_0013,position,75,True,0.0,0.0,0.0,other_error,8.40861,35183.0,192.0,K65-YGQ-LX2|U4M-8YN-XPZ|J4X-67M-BX5,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions carefully. The task requires selecting the latest valid evidence for the specified alias, batch, and profile, ensuring that the evidence is from the primary channel, has a valid status, and is approved for review.  ### Step 1: Identify the active alias From the long context, the alias **A=ALIAS-7513-J97** is active in the following lines: - `M|A=ALIAS-7513-J9...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos75_decoy64_0014,position,75,True,0.0,0.0,0.3333,decoy_value_capture,7.131806,35161.0,26.0,7YG-WM3-LYQ|7LR-FN6-LNF|JZQ-Z85-KSS,7YG-WM3-LYQ|7YG-WM3-GYQ|7YG-WM3-LYQ,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0000,position,90,True,0.0,0.0,0.0,other_error,37.933052,35193.0,192.0,TY5-GYT-F95|LVU-3CX-TVF|K5P-C5K-E3X,"To determine the final three-part route triplet for alias A=ALIAS-9000-J71, batch Q=B080-night-06, and approved profile PID=PROFILE-H756, we need to follow the audit-style multi-document task instructions.   1. **Identify active aliases**: Only the alias A=ALIAS-9000-J71 is active. 2. **Identify approved profiles**: Only the profile PID=PROFILE-H756 is approved. 3. **Identify valid, primary-channel evidence for the batch Q=B080-night-06**:    - Filter out evidence with S=valid, REVIEW=approve...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0001,position,90,True,0.0,0.0,0.3333,decoy_value_capture,22.827632,35193.0,23.0,P2L-245-8HA|QNM-Y5S-CVT|UJ5-9AZ-QAG,QNM-Y5S-CVT|QNM-Y5S-CXT|QNM-Y5S-CST,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0002,position,90,True,0.0,0.0,0.0,other_error,10.301647,35157.0,192.0,2NE-UMT-MMW|SZF-WXT-CPN|XV6-MN6-M5Z,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest memo before the cutoff time (T < 23:50) that meets the following criteria:  - **Alias A=ALIAS-9002-Y19** must be active. - **Batch Q=B082-mid-01** must match. - **Profile PID=PROFILE-T260** must be approved. - **Evidence must be valid**, **REVIEW=approved**, and **CHANNEL=primary**. - **E (entity)** must match the activ...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0003,position,90,True,0.0,0.0,0.0,other_error,8.922863,35182.0,192.0,MAW-KQX-UYV|GRE-2FW-WYU|59X-W2S-AJH,"To determine the final three-part route triplet for the given query, we need to follow the rules and filter the evidence accordingly:  1. **Active Alias**: Only `A=ALIAS-9003-R20` with `AS=active` is considered. 2. **Approved Profile**: Only `PID=PROFILE-X760` with `PSTATUS=approved` is considered. 3. **Valid Records**: Only `S=valid`, `REVIEW=approved`, `CHANNEL=primary`, and `Q=B083-night-02` are considered. 4. **Cutoff**: Only records with `T<23:50` are considered.  From the long context, ...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0004,position,90,True,0.0,0.0,0.0,other_error,10.58097,35168.0,192.0,SWW-WXA-BQ2|B86-2DR-4EF|DGQ-PLP-RNJ,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task rules:  1. **Active Alias**: Only `A=ALIAS-9004-Q61` with `AS=active` is considered. 2. **Approved Profile**: Only `PID=PROFILE-Y388` with `PSTATUS=approved` is considered. 3. **Valid and Primary-Channel Evidence**: Only `S=valid`, `REVIEW=approved`, and `CHANNEL=primary` are considered. 4. **Batch Match**: Only `Q=B084-morning-03` is considered. 5. **Cutoff**: Only evide...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0005,position,90,True,0.0,0.0,0.0,other_error,20.872758,35190.0,192.0,9YP-DYU-F33|WHL-5R5-YDP|5GU-ZNZ-KGN,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest valid evidence for the active alias `A=ALIAS-9005-L36`, batch `Q=B085-mid-04`, and approved profile `PID=PROFILE-A106` before the cutoff time `T<23:50`.  ### Step 1: Identify the active alias From the alias lines, the only active alias is: - `M|A=A-LIAS-9005-L36|E=Huazhong-Yiyao-Lenglian-Zhongxin-123|AS=active`  ### Ste...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0006,position,90,True,0.0,0.0,0.0,other_error,14.405938,35164.0,192.0,5ZQ-8G7-2AM|VQN-28U-DTX|3JN-J8V-GHQ,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest valid memo before the cutoff time (T < 23:50) that meets the following criteria:  - **Alias A=ALIAS-9006-K84** must be active. - **Batch Q=B086-night-05** must match. - **Profile PID=PROFILE-Q239** must be approved. - **Evidence must be valid**, **REVIEW=approved**, **CHANNEL=primary**.  We will now filter the documents...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0007,position,90,True,0.0,0.0,0.0,other_error,11.513164,35150.0,192.0,KL5-KRZ-7AY|7CF-DS3-MDW|GFZ-FFC-4PL,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest memo before the cutoff (T < 23:50) that meets the following criteria:  - **Alias**: A=ALIAS-9007-L15 (must be active) - **Batch**: Q=B087-morning-06 - **Profile**: PID=PROFILE-K350 (must be approved) - **Channel**: CHANNEL=primary - **Status**: S=valid - **Review**: REVIEW=approved  We also need to consider the **profil...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0008,position,90,True,0.0,0.0,0.0,other_error,38.889738,35251.0,192.0,PYK-795-52S|MZA-KUY-5V6|JJZ-X5R-76R,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest memo before the cutoff time (T < 23:50) that meets the following criteria:  1. **Alias**: A=ALIAS-9008-K67 (must be active) 2. **Batch**: Q=B088-mid-07 3. **Profile**: PID=PROFILE-E998 (must be approved) 4. **Channel**: CHANNEL=primary 5. **Status**: S=valid 6. **Review**: REVIEW=approved 7. **Entity**: E=Huadong-Yiyao-...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0009,position,90,True,0.0,0.0,0.6667,decoy_value_capture,11.670908,35240.0,30.0,95P-L9U-635|686-4EP-PG3|DWU-2TC-NXJ,686-4EP-PG3|686-4EP-P53|95P-L9U-635,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0010,position,90,True,0.0,0.0,0.0,other_error,30.431574,35174.0,192.0,XG3-E9A-KPG|MGX-E7B-HAL|2VQ-U69-AVH,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest memo before the cutoff time (T < 23:50) that meets the following criteria:  1. **Alias**: A=ALIAS-9010-V51 (must be active). 2. **Batch**: Q=B090-morning-02. 3. **Profile**: PID=PROFILE-U969 (must be approved). 4. **Evidence**: S=valid, REVIEW=approved, CHANNEL=primary.  We will now filter the documents based on these c...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0011,position,90,True,0.0,0.0,0.0,other_error,11.183115,35149.0,192.0,K2G-9XQ-6L4|3ZQ-6FZ-ZE7|W3Y-NJM-UZC,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest valid evidence for the specified alias, batch, and profile, ensuring that the evidence is from an approved profile, valid, and on the primary channel, and that it is strictly before the cutoff time of 23:50.  ### Step-by-step Analysis:  1. **Identify the active alias**:      - The alias `A=ALIAS-9011-K93` is active (fro...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0012,position,90,True,0.0,0.0,0.0,decoy_value_capture,28.254729,35216.0,192.0,AZE-VVM-WMS|64W-TTH-4RX|VSM-XMJ-726,"First, identify the active alias A=ALIAS-9012-T44. From the long context, the active alias is mapped to E=Huadong-Yiyao-Lenglian-Zhongxin-172.  Next, find the approved profile PID=PROFILE-T427. The profile has steps 1, 2, and 3, with fields F=night-release-code, F=exception-register-code, and F=night-review-code respectively.  Then, filter the evidence memos for E=Huadong-Yiyao-Lenglian-Zhongxin-172, Q=B092-night-04, S=valid, REVIEW=approved, CHANNEL=primary, and T<23:50. The valid memos are:...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0013,position,90,True,0.0,0.0,0.0,decoy_value_capture,8.094515,35182.0,192.0,R3K-YT9-SWP|PNP-26M-RR5|SWD-RFP-DXG,"First, identify the active alias for A=ALIAS-9013-U51. From the long context, the active alias is A-LIAS-9013-U51.  Next, find the approved profile PID=PROFILE-B978. The approved profile has steps 1, 2, and 3.  Then, filter the evidence memos for Q=B093-morning-05, S=valid, REVIEW=approved, CHANNEL=primary, and T<23:50. The valid memos are: - DOC=D9013-0041|T=04:47|E=Huadong-Yiyao-Lenglian-Zhongxin-176|F=exception-register-code|Q=B093-morning-05|V=SWD-RF2-DXG|S=valid|REVIEW=",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen3_8b,pac2_A_position_v5_pos90_decoy64_0014,position,90,True,0.0,0.0,0.0,other_error,8.426142,35169.0,192.0,LLT-6UP-AG2|NHN-G78-ALG|2G7-ZTP-RX6,"To determine the final three-part route triplet for the given query, we need to follow the audit-style multi-document task instructions. The task requires selecting the latest valid evidence for the specified alias, batch, and approved profile, before the cutoff time of 23:50, and ensuring the evidence is from the primary channel, has a valid status, and is approved for review.  ### Step 1: Filter by Active Alias The alias `A=ALIAS-9014-M57` must be active. From the long context, the followin...",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen3_8b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0000,position,10,True,0.0,0.0,0.3333,decoy_value_capture,13.423989,36229.0,27.0,2M6-YC3-98M|RCP-ES2-HB6|7ZH-T8K-PHU,2M6-BC3-98M|RCP-ES2-HD6|7ZH-T8K-PHU,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0001,position,10,True,1.0,1.0,1.0,correct,13.565821,36257.0,27.0,ZBD-WQM-675|U84-ML9-D2D|DL8-FWY-NPA,ZBD-WQM-675|U84-ML9-D2D|DL8-FWY-NPA,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0002,position,10,True,1.0,1.0,1.0,correct,11.363945,36218.0,25.0,CCF-D7F-XVL|4XA-ARW-PJT|6J8-LWM-PKX,CCF-D7F-XVL|4XA-ARW-PJT|6J8-LWM-PKX,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0003,position,10,True,1.0,1.0,1.0,correct,13.21748,36283.0,32.0,Z5M-T9F-574|WHJ-956-VF7|C8W-9LU-6S5,Z5M-T9F-574|WHJ-956-VF7|C8W-9LU-6S5,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0004,position,10,True,1.0,1.0,1.0,correct,9.029005,36202.0,27.0,DA7-4X4-MFK|NVZ-AHP-ESR|C7R-CQ7-R5G,DA7-4X4-MFK|NVZ-AHP-ESR|C7R-CQ7-R5G,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0005,position,10,True,0.0,0.0,1.0,partial_triplet,11.451756,36233.0,27.0,DFP-X9K-39S|GXU-3KG-4CD|QHM-KBR-VRK,QHM-KBR-VRK|GXU-3KG-4CD|DFP-X9K-39S,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0006,position,10,True,1.0,1.0,1.0,correct,8.384872,36213.0,25.0,AZR-VR5-SAV|NQ8-DB4-JHL|XJ9-GSJ-8CH,AZR-VR5-SAV|NQ8-DB4-JHL|XJ9-GSJ-8CH,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0007,position,10,True,1.0,1.0,1.0,correct,10.332495,36255.0,27.0,G8H-6KN-MAB|3QY-RQ4-FVN|VML-UPN-664,G8H-6KN-MAB|3QY-RQ4-FVN|VML-UPN-664,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0008,position,10,True,0.0,0.0,0.0,decoy_value_capture,11.118824,36273.0,31.0,LWB-U4W-E79|T9H-NDT-83G|T59-2N9-7H3,LWB-UXW-E79|T9H-NDT-8UG|T5W-2N9-7H3,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0009,position,10,True,1.0,1.0,1.0,correct,12.186827,36245.0,27.0,7JJ-D66-D9T|TQU-CXL-69J|HEJ-7LP-B5G,7JJ-D66-D9T|TQU-CXL-69J|HEJ-7LP-B5G,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0010,position,10,True,1.0,1.0,1.0,correct,10.176882,36224.0,27.0,BF6-UTJ-FWL|3G5-C26-S5P|JHP-MLK-FQD,BF6-UTJ-FWL|3G5-C26-S5P|JHP-MLK-FQD,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0011,position,10,True,1.0,1.0,1.0,correct,8.706151,36277.0,27.0,7HN-897-HGW|FED-E4M-9CM|BGL-3SY-9KL,7HN-897-HGW|FED-E4M-9CM|BGL-3SY-9KL,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0012,position,10,True,1.0,1.0,1.0,correct,10.327713,36223.0,24.0,9D3-AXU-MX2|7AA-KKS-9AA|EDA-LMC-WPD,9D3-AXU-MX2|7AA-KKS-9AA|EDA-LMC-WPD,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0013,position,10,True,1.0,1.0,1.0,correct,8.173645,36210.0,26.0,GFT-XT6-NNY|JFL-PHD-XXG|S3T-AB7-AHS,GFT-XT6-NNY|JFL-PHD-XXG|S3T-AB7-AHS,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos10_decoy64_0014,position,10,True,1.0,1.0,1.0,correct,8.78149,36226.0,25.0,6TN-7ML-SQ9|3JS-NKE-KFU|GFC-FA6-KVJ,6TN-7ML-SQ9|3JS-NKE-KFU|GFC-FA6-KVJ,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0000,position,25,True,1.0,1.0,1.0,correct,9.286491,36213.0,26.0,RYG-QQX-AZA|LL9-NEH-TD6|PXB-N3B-6CK,RYG-QQX-AZA|LL9-NEH-TD6|PXB-N3B-6CK,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0001,position,25,True,1.0,1.0,1.0,correct,14.524462,36212.0,24.0,PUQ-SW5-JBW|GEA-FFJ-PQM|R9Y-NPY-SZ8,PUQ-SW5-JBW|GEA-FFJ-PQM|R9Y-NPY-SZ8,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0002,position,25,True,1.0,1.0,1.0,correct,9.867296,36184.0,30.0,J7B-X2F-4LZ|AGA-8M3-RRD|5PQ-DY9-4UZ,J7B-X2F-4LZ|AGA-8M3-RRD|5PQ-DY9-4UZ,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0003,position,25,True,1.0,1.0,1.0,correct,10.368496,36213.0,27.0,9EH-KK2-6MW|FAH-K2C-F5L|HNR-PPF-MSF,9EH-KK2-6MW|FAH-K2C-F5L|HNR-PPF-MSF,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0004,position,25,True,0.0,0.0,0.6667,partial_triplet,23.465408,36228.0,25.0,RFV-8A3-C7B|PUQ-JEY-A26|2JV-WXX-ALX,2JV-WXX-ALX|PUQ-JEY-A26|2JV-WXX-ALX,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0005,position,25,True,1.0,1.0,1.0,correct,8.61119,36215.0,25.0,TYR-3MR-5W9|CXV-BRW-ZYB|ES8-RLF-SAR,TYR-3MR-5W9|CXV-BRW-ZYB|ES8-RLF-SAR,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0006,position,25,True,0.0,0.0,1.0,partial_triplet,12.589885,36225.0,29.0,A6J-2ZH-HNH|L5V-AY4-A9W|Y37-A6H-D9N,Y37-A6H-D9N|A6J-2ZH-HNH|L5V-AY4-A9W,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0007,position,25,True,0.0,0.0,1.0,partial_triplet,116.308607,36229.0,27.0,V7K-FLD-KN4|LHF-XL7-HAX|6Y8-MCG-F48,6Y8-MCG-F48|LHF-XL7-HAX|V7K-FLD-KN4,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0008,position,25,True,0.0,0.0,0.6667,decoy_value_capture,118.775463,36284.0,26.0,EFA-M28-B32|NP2-57P-HJB|BJK-TCL-9MQ,EFA-M28-B32|EFA-V28-B32|BJK-TCL-9MQ,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0009,position,25,True,1.0,1.0,1.0,correct,21.289221,36224.0,28.0,Y4P-PC7-9MS|53F-YB3-JGX|UNX-Y5N-G6Z,Y4P-PC7-9MS|53F-YB3-JGX|UNX-Y5N-G6Z,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0010,position,25,True,0.0,0.0,1.0,partial_triplet,13.510747,36199.0,27.0,8GV-NBL-GBQ|WS6-MY3-8R2|GH7-M7U-CF5,GH7-M7U-CF5|WS6-MY3-8R2|8GV-NBL-GBQ,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0011,position,25,True,1.0,1.0,1.0,correct,13.038745,36244.0,27.0,JEW-4JS-Y9J|9FK-9FH-MKW|C58-H7B-UPF,JEW-4JS-Y9J|9FK-9FH-MKW|C58-H7B-UPF,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0012,position,25,True,1.0,1.0,1.0,correct,18.285935,36290.0,28.0,V45-RUN-H84|E99-MZG-VFJ|K9Q-LDN-DG4,V45-RUN-H84|E99-MZG-VFJ|K9Q-LDN-DG4,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0013,position,25,True,0.0,0.0,0.6667,decoy_value_capture,14.034828,36319.0,30.0,ERB-EX7-D2F|884-CRW-J2B|WC6-93S-736,884-CUW-J2B|884-CRW-J2B|WC6-93S-736,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos25_decoy64_0014,position,25,True,0.0,0.0,1.0,partial_triplet,13.971428,36204.0,29.0,QP6-GQM-HS4|C9K-WZC-W6L|H4Z-6M9-V2T,QP6-GQM-HS4|H4Z-6M9-V2T|C9K-WZC-W6L,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos50_decoy64_0000,position,50,True,1.0,1.0,1.0,correct,10.863947,36264.0,26.0,PB5-Z25-C39|EKE-GC8-NAU|XRR-BXB-MF6,PB5-Z25-C39|EKE-GC8-NAU|XRR-BXB-MF6,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos50_decoy64_0001,position,50,True,1.0,1.0,1.0,correct,74.922116,36238.0,29.0,C7V-KUN-UY6|F9Q-RRJ-W84|2TP-8VY-BJ6,C7V-KUN-UY6|F9Q-RRJ-W84|2TP-8VY-BJ6,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos50_decoy64_0002,position,50,True,1.0,1.0,1.0,correct,11.044988,36249.0,27.0,LTD-28E-YDJ|W83-STS-HJD|7BQ-7NV-GK6,LTD-28E-YDJ|W83-STS-HJD|7BQ-7NV-GK6,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos50_decoy64_0003,position,50,True,1.0,1.0,1.0,correct,12.540515,36303.0,28.0,F89-W7G-KMT|M95-ABD-76Y|PCD-NXR-593,F89-W7G-KMT|M95-ABD-76Y|PCD-NXR-593,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
PAC-A_position,qwen35_27b,pac2_A_position_v5_pos50_decoy64_0004,position,50,True,1.0,1.0,1.0,correct,17.34739,36274.0,30.0,H3T-SLT-GJW|JLW-WQD-957|N5E-P66-CAQ,H3T-SLT-GJW|JLW-WQD-957|N5E-P66-CAQ,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-A_position\qwen35_27b.jsonl
